//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones.
// Simulation de N = 100 particules pendant T = 10000 tours.
// Ce CSV contient 1000 tours sur les 10000.
// Les constantes sont normalisées ; espilon = 1, sigma = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
1,-4.00,0.00,1.00,1.00,0.00,0.00
2,6.00,1.00,1.00,-1.00,0.00,0.00
3,5.00,8.00,0.00,-1.00,0.00,0.00
4,9.00,8.00,1.00,1.00,0.00,0.00
5,-7.00,6.00,1.00,1.00,0.00,0.00
6,-8.00,8.00,-1.00,0.00,0.00,0.00
7,-10.00,2.00,0.00,0.00,0.00,0.00
8,-6.00,-8.00,0.00,0.00,0.00,0.00
9,-6.00,-1.00,1.00,0.00,0.00,0.00
10,-8.00,-10.00,-1.00,-1.00,0.00,0.00
11,8.00,-10.00,1.00,0.00,0.00,0.00
12,6.00,-7.00,0.00,0.00,0.00,0.00
13,3.00,-9.00,1.00,0.00,0.00,0.00
14,3.00,-2.00,1.00,-1.00,0.00,0.00
15,-8.00,-4.00,1.00,0.00,0.00,0.00
16,5.00,4.00,1.00,0.00,0.00,0.00
17,-4.00,-7.00,-1.00,0.00,0.00,0.00
18,5.00,-10.00,-1.00,0.00,0.00,0.00
19,2.00,2.00,1.00,1.00,0.00,0.00
20,-2.00,7.00,-1.00,-1.00,0.00,0.00
21,8.00,1.00,1.00,0.00,0.00,0.00
22,2.00,8.00,0.00,0.00,0.00,0.00
23,-6.00,6.00,1.00,1.00,0.00,0.00
24,0.00,-9.00,-1.00,0.00,0.00,0.00
25,-6.00,-5.00,-1.00,1.00,0.00,0.00
26,7.00,-7.00,-1.00,1.00,0.00,0.00
27,-2.00,4.00,0.00,0.00,0.00,0.00
28,-6.00,5.00,0.00,0.00,0.00,0.00
29,8.00,-2.00,-1.00,1.00,0.00,0.00
30,-3.00,0.00,1.00,1.00,0.00,0.00
31,2.00,7.00,-1.00,1.00,0.00,0.00
32,4.00,1.00,-1.00,-1.00,0.00,0.00
33,-3.00,-6.00,1.00,0.00,0.00,0.00
34,1.00,-1.00,1.00,-1.00,0.00,0.00
35,-6.00,-6.00,0.00,-1.00,0.00,0.00
36,3.00,5.00,-1.00,1.00,0.00,0.00
37,-4.00,4.00,1.00,-1.00,0.00,0.00
38,-6.00,8.00,0.00,0.00,0.00,0.00
39,-2.00,-7.00,1.00,0.00,0.00,0.00
40,5.00,-5.00,0.00,0.00,0.00,0.00
41,-9.00,6.00,1.00,1.00,0.00,0.00
42,-5.00,-6.00,-1.00,-1.00,0.00,0.00
43,-2.00,-1.00,0.00,0.00,0.00,0.00
44,-6.00,3.00,0.00,1.00,0.00,0.00
45,9.00,3.00,-1.00,1.00,0.00,0.00
46,-7.00,-10.00,1.00,-1.00,0.00,0.00
47,6.00,-1.00,1.00,1.00,0.00,0.00
48,4.00,-2.00,-1.00,0.00,0.00,0.00
49,-5.00,8.00,1.00,0.00,0.00,0.00
50,-8.00,9.00,-1.00,-1.00,0.00,0.00
51,-2.00,-10.00,-1.00,-1.00,0.00,0.00
52,-5.00,-5.00,1.00,0.00,0.00,0.00
53,0.00,4.00,0.00,1.00,0.00,0.00
54,-3.00,1.00,1.00,-1.00,0.00,0.00
55,-10.00,-3.00,-1.00,1.00,0.00,0.00
56,6.00,-3.00,0.00,0.00,0.00,0.00
57,-5.00,4.00,1.00,-1.00,0.00,0.00
58,-3.00,-1.00,0.00,-1.00,0.00,0.00
59,-3.00,-4.00,0.00,0.00,0.00,0.00
60,9.00,-9.00,0.00,0.00,0.00,0.00
61,-10.00,3.00,-1.00,1.00,0.00,0.00
62,-4.00,-9.00,1.00,1.00,0.00,0.00
63,9.00,7.00,0.00,0.00,0.00,0.00
64,-7.00,3.00,-1.00,-1.00,0.00,0.00
65,-9.00,9.00,0.00,1.00,0.00,0.00
66,2.00,-7.00,0.00,1.00,0.00,0.00
67,-2.00,5.00,1.00,0.00,0.00,0.00
68,1.00,-5.00,-1.00,1.00,0.00,0.00
69,5.00,-2.00,-1.00,0.00,0.00,0.00
70,7.00,-3.00,0.00,1.00,0.00,0.00
71,-4.00,7.00,-1.00,-1.00,0.00,0.00
72,-9.00,1.00,0.00,1.00,0.00,0.00
73,8.00,-6.00,0.00,0.00,0.00,0.00
74,-8.00,1.00,1.00,1.00,0.00,0.00
75,-1.00,-4.00,0.00,-1.00,0.00,0.00
76,3.00,2.00,1.00,0.00,0.00,0.00
77,3.00,-5.00,1.00,-1.00,0.00,0.00
78,-1.00,8.00,0.00,1.00,0.00,0.00
79,-8.00,7.00,0.00,-1.00,0.00,0.00
80,-8.00,-1.00,0.00,1.00,0.00,0.00
81,2.00,9.00,0.00,1.00,0.00,0.00
82,-10.00,1.00,-1.00,-1.00,0.00,0.00
83,6.00,-8.00,0.00,0.00,0.00,0.00
84,-10.00,8.00,-1.00,-1.00,0.00,0.00
85,-2.00,2.00,-1.00,0.00,0.00,0.00
86,3.00,3.00,0.00,1.00,0.00,0.00
87,3.00,9.00,-1.00,0.00,0.00,0.00
88,0.00,-5.00,0.00,0.00,0.00,0.00
89,-2.00,8.00,1.00,-1.00,0.00,0.00
90,-9.00,-6.00,0.00,-1.00,0.00,0.00
91,-9.00,-2.00,-1.00,0.00,0.00,0.00
92,-9.00,-9.00,0.00,-1.00,0.00,0.00
93,-10.00,-10.00,1.00,0.00,0.00,0.00
94,7.00,-5.00,0.00,-1.00,0.00,0.00
95,0.00,-8.00,0.00,-1.00,0.00,0.00
96,1.00,1.00,0.00,1.00,0.00,0.00
97,-3.00,6.00,-1.00,-1.00,0.00,0.00
98,-6.00,-2.00,1.00,-1.00,0.00,0.00
99,8.00,7.00,0.00,-1.00,0.00,0.00
###### Tour 10 ######
0,-14.70,-18.56,-2796995.70,-8276863.69,-186466074.87,-551784691.95
1,-0.39,1.29,252.53,98.60,9322.59,3859.38
2,6.10,0.90,0.73,-0.71,-52.48,37.17
3,5.00,7.90,0.04,-1.10,0.66,-1.82
4,-3.96,13.87,-792517.51,800925.97,-54542356.98,53517001.67
5,-11.90,-11.91,-1273848.71,-449501.51,-84958080.04,-29960268.80
6,-8.10,8.25,-1.44,9.48,-21.76,172.20
7,-10.02,1.98,-0.38,-3.71,34.35,-400.11
8,-6.00,-8.00,336.14,1714.47,67240.78,342911.72
9,-5.89,-3.17,928952174241.10,-12566970748023.07,185790434847904.44,-2513394149568531.50
10,-7.82,-10.64,7.44,-20.06,336.94,-337.27
11,8.08,-10.02,0.30,-0.56,-14.05,-11.74
12,19.02,14.67,190969.44,108448.56,7635813.13,4331147.65
13,3.07,-8.90,-3.13,14.63,-275.25,969.68
14,-0.06,9.08,-181872380.94,5345835.64,-7274902153.32,213829140.77
15,-7.90,-4.00,1.06,0.01,11.23,1.92
16,5.10,4.00,1.10,0.03,3.49,1.72
17,-4.10,-7.03,-0.85,-0.30,17.24,112.09
18,4.90,-10.00,-0.94,0.04,1.24,0.70
19,-6.56,6.32,-3962.31,32486.61,5528702.80,4428246.71
20,-1.97,7.63,8.47,30.13,416.94,684.79
21,8.10,1.00,0.93,-0.05,-1.43,-1.01
22,-0.88,18.62,-52945411245960352.00,77563130815517312.00,-3529694083064021504.00,5170875387701177344.00
